"","Scientific_Name","Also_known_as","Genus","Family","Life_cycle","Origin","Habitat","Bloom_season","Plant_height","Wetland_Indicator_Status","Flower_shape_1","Leaf_attachment_1","Leaf_type_1","Fruit_type_1","Status","Cluster_type_1","Flower_shape_2","Cluster_type_2","Leaf_type_2","Fruiting_season","Leaf_attachment_2","Flower_shape_3","Fruit_type_2","Leaf_type_3","Leaf_type_4","Cluster_type_3","Flower_shape_4","Leaf_attachment_3"
"77","Amphicarpaea bracteata","","Amphicarpaea","Fabaceae (Pea)","annual, short-lived perennial","native","part shade, shade; moist woods,  thickets","July - September","1 to 5 foot vine","GP: FACU
MW: FAC
NCNE: FAC","irregular","alternate","compound","capsule/pod",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Anaphalis margaritacea","Large-flowered Everlasting","Anaphalis","Asteraceae (Aster)","perennial","native","part shade, sun; dry fields,  roadsides,  edges of woods","July - October","1 to 3 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","simple","seed with plume",NA,"flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Andromeda polifolia","","Andromeda","Ericaceae (Heath)","perennial woody","native","part shade, sun; cedar/spruce bogs,  sphagnum wetlands,  acidic shores","May - June","6 to 20 inches","GP: OBL
MW: OBL
NCNE: OBL","5-petals","alternate","simple","capsule/pod",NA,"raceme","bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Andropogon gerardii","Turkey-foot","Andropogon","Poaceae (Grass)","perennial","native","part shade, sun; average to dry soil; plains,  prairies,  railroads,  roadsides,  open woods",NA,"2 to 7 feet","GP: FACU
MW: FAC
NCNE: FACU",NA,"alternate","simple","seed without plume",NA,"spike",NA,NA,NA,"July - August",NA,NA,NA,NA,NA,NA,NA,NA
"81","Androsace occidentalis","Western androsace","Androsace","Primulaceae (Primrose)","annual","native","sun; dry sandy soil,  grassy meadows,  open fields,  disturbed soil","April - May",".5 to 3 inches","GP: FACU
MW: FACU
NCNE: UPL","5-petals","basal","simple","capsule/pod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Androsace septentrionalis","Northern Fairy Candelabra, Pygmy-flower Rock Jasmine","Androsace","Primulaceae (Primrose)","annual, short-lived perennial","native","sun; dry,  sandy or gravelly soil; grasslands,  open woods,  tundra","May - June","1 to 10 inches","GP: FACU
MW: none
NCNE: FAC","5-petals","basal","simple","capsule/pod","State Special Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Anemone acutiloba","Liverwort, Liverleaf","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade, shade; deciduous or mixed woods","March - May","2 to 6 inches","none","6-petals","basal","lobed",NA,NA,NA,"7+petals",NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Anemone americana","Liverleaf, Liverwort","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade, sun; mixed upland woods","April - May","3 to 6 inches","none","6-petals","basal","lobed",NA,NA,NA,"7+petals",NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Anemone canadensis","","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade, sun; moist fields,  thickets,  along shores","May - July","1 to 2 feet","GP: FACW
MW: FACW
NCNE: FACW","5-petals","whorl","lobed","seed without plume",NA,NA,NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Anemone caroliniana","Carolina Thimbleweed","Anemone","Ranunculaceae (Buttercup)","perennial","native","sun; dry sandy or rocky soil; prairies,  barrens,  rocky open woods","April - May","3 to 6 inches","none","7+petals","basal","compound",NA,NA,NA,NA,NA,"lobed",NA,"whorl",NA,NA,"palmate","simple",NA,NA,NA
"87","Anemone cylindrica","Long-fruited Thimbleweed, Long-headed Anemone, Candle Anemone, Cottenweed","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade, sun; dry; prairies,  roadsides,  edges of woods","June - August","1 to 2 feet","none","5-petals","basal","compound","seed with plume",NA,NA,NA,NA,"lobed",NA,"whorl",NA,NA,"palmate",NA,NA,NA,NA
"88","Anemone patens","Eastern Pasque Flower, Prairie Crocus, Cutleaf Anemone","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade, sun; dry sandy soil; prairies,  open woods","March - May","3 to 18 inches","none","6-petals","basal","compound","seed with plume",NA,NA,NA,NA,"lobed",NA,"whorl",NA,NA,"palmate",NA,NA,NA,NA
"89","Anemone quinquefolia","Nightcaps","Anemone","Ranunculaceae (Buttercup)","perennial","native","shade; woods","April - June","4 to 8 inches","GP: FAC
MW: FAC
NCNE: FACU","5-petals","whorl","compound","seed without plume",NA,NA,NA,NA,"lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Anemone virginiana","Virginia Anemone","Anemone","Ranunculaceae (Buttercup)","perennial","native","part shade; dry open woods","June - August","12 to 40 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","basal","compound","seed with plume",NA,NA,NA,NA,"lobed",NA,"whorl",NA,NA,"palmate",NA,NA,NA,NA
"91","Angelica atropurpurea","Great Angelica, Purple-stemmed Angelica","Angelica","Apiaceae (Carrot)","perennial","native","part shade, sun; wet meadows,  wet ditches,  seeps,  fens,  floodplains","June","6 to 8 feet","GP: none
MW: OBL
NCNE: OBL","5-petals","alternate","compound","seed without plume",NA,"round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Antennaria howellii","Small Pussytoes","Antennaria","Asteraceae (Aster)","perennial","native","part shade, sun; dry fields,  prairies,  savannas,  open woods,  rock outcrops,  lawns","April - June","3 to 14 inches","none","indistinct","alternate","simple","seed with plume",NA,"flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"93","Antennaria microphylla","Little-leaf Pussytoes, Rosy Pussytoes","Antennaria","Asteraceae (Aster)","perennial","native","sun; dry to moist soil; prairies,  meadows,  edges of wet depressions,  floodplains of streams","April - June","4 to 12 inches","none","indistinct","alternate","simple","seed with plume",NA,"flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"94","Antennaria neglecta","","Antennaria","Asteraceae (Aster)","perennial","native","part shade, sun; dry fields,  prairies,  savannas,  open woods","April - June","4 to 16 inches","GP: FACU
MW: UPL
NCNE: UPL","indistinct","alternate","simple","seed with plume",NA,"flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"95","Antennaria parlinii","Smooth Pussytoes","Antennaria","Asteraceae (Aster)","perennial","native","sun; dry; prairies,  roadsides,  open woods,  rock outcrops,  grassy banks,  wooded slopes","April - June","6 to 16 inches","none","indistinct","alternate","simple","seed with plume",NA,"flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"96","Antennaria parvifolia","Nuttall's Pussytoes","Antennaria","Asteraceae (Aster)","perennial","native","part shade, sun; dry fields,  prairies,  savannas,  open woods","May - June","1 to 6 inches","none","indistinct","alternate","simple","seed with plume","State Special Concern","flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"97","Antennaria plantaginifolia","Woman's Tobacco, Plain-leaf Pussytoes","Antennaria","Asteraceae (Aster)","perennial","native","part shade, sun; dry; open woods,  thickets,  bluffs","April - June","4 to 9 inches","none","indistinct","alternate","simple","seed with plume",NA,"flat",NA,"round",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"98","Anthemis cotula","Stinking Chamomile, Mayweed","Anthemis","Asteraceae (Aster)","annual","Eurasia","sun; disturned soil; roadsides,  gravel pits,  clearings,  agricultural fields","June - September","6 to 24 inches","GP: FACU
MW: FACU
NCNE: FACU","7+petals","alternate","compound","seed without plume","Weedy",NA,NA,NA,"lobed",NA,"opposite",NA,NA,NA,NA,NA,NA,NA
"99","Anthoxanthum hirtum","Northern Sweet Grass, Vanilla Grass","Anthoxanthum","Poaceae (Grass)","perennial","native","part shade, sun; moist to wet; marshes,  sedge meadows,  wet prairies,  forest edges,  wet ditches",NA,"16 to 36 inches","GP: FACW
MW: FACW
NCNE: FACW","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,NA,NA,"June - July",NA,NA,NA,NA,NA,NA,NA,NA
"100","Anthoxanthum odoratum","","Anthoxanthum","Poaceae (Grass)","perennial","Europe","part shade, sun; moist to dry disturbed soil; roadsides,  fields,  pastures,  woodland edges,  waste places,  shores",NA,"10 to 24 inches","none","indistinct","alternate","simple","seed without plume","Weedy","panicle",NA,"spike",NA,"June - July","basal",NA,NA,NA,NA,NA,NA,NA
"101","Anthriscus sylvestris","Cow Parsley","Anthriscus","Apiaceae (Carrot)","biennial, short-lived perennial","Europe, Asia","part shade, sun; average to moist soil; roadsides,  trail edges,  agricultural fields,  woodland edges","April - June","2 to 5 feet","none","5-petals","alternate","compound","seed without plume","Weedy","flat",NA,NA,"lobed",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Apios americana","American Potato-bean, Indian Potato","Apios","Fabaceae (Pea)","perennial","native","part shade, sun; moist woods and thickets,  along shores","July - September","3 to 10 foot vine","GP: FAC
MW: FACW
NCNE: FACW","irregular","alternate","compound",NA,NA,"raceme",NA,"round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Aplectrum hyemale","Adam and Eve","Aplectrum","Orchidaceae (Orchid)","perennial","native","part shade, shade; moist deciduous forests","May - June","12 to 16 inches","GP: FAC
MW: FAC
NCNE: FAC","irregular","basal","simple","capsule/pod",NA,"raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Apocynum androsaemifolium","","Apocynum","Apocynaceae (Dogbane)","perennial","native","part shade, sun; dry,  open woods,  woodland edges,  thickets,  roadsides","June - August","1 to 3 feet","GP: UPL
MW: UPL
NCNE: UPL","5-petals","opposite","simple","capsule/pod",NA,"panicle","bell","raceme",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Apocynum cannabinum","Prairie Dogbane, Hemp Dogbane","Apocynum","Apocynaceae (Dogbane)","perennial","native","part shade, sun; moist soil,  ditches,  along roads,  deciduous woods","June - August","1 to 5 feet","GP: FAC
MW: FAC
NCNE: FAC","5-petals","opposite","simple","capsule/pod",NA,"flat","tubular","round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Apocynum sibiricum","Prairie Dogbane","Apocynum","Apocynaceae (Dogbane)","perennial","native","part shade, sun; moist soil,  ditches,  along roads,  prairies","June - August","1 to 4 feet","none","5-petals","opposite","simple","capsule/pod",NA,"flat","tubular","round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Aquilegia canadensis","Wild Columbine","Aquilegia","Ranunculaceae (Buttercup)","perennial","native","part shade, shade, sun; rocky woods and slopes,  cliffs,  bluffs","May - July","1 to 3 feet","GP: FAC
MW: FACU
NCNE: FACU","5-petals","alternate","compound","capsule/pod",NA,NA,"bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Arabidopsis lyrata","Lyrate Rockcress, Sand Cress, Harp-leaf Rockcress","Arabidopsis","Brassicaceae (Mustard)","biennial, short-lived perennial","native","part shade, sun; dry sandy or rocky soil; dunes,  cliffs,  prairies,  open woods","April - August","4 to 15 inches","GP: none
MW: FACU
NCNE: FACU","4-petals","alternate","lobed","capsule/pod",NA,"raceme",NA,NA,"simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"109","Arabidopsis thaliana","Thale Cress","Arabidopsis","Brassicaceae (Mustard)","annual","Europe","part shade, sun; sandy or gravelly soil,  disturbed areas,  along railroads,  fields,  woods,  lawns,  bluffs","April - May","2 to 14 inches","none","4-petals","alternate","simple","capsule/pod","Weedy","raceme",NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"110","Arabis pycnocarpa","Cream-flower Rock-cress","Arabis","Brassicaceae (Mustard)","biennial, short-lived perennial","native","part shade, sun; open woods,  prairies,  streambanks,  rock outcrops,  cliffs,  gravel bars","May - July","8 to 30 inches","GP: FACU
MW: FACU
NCNE: FACU","4-petals","alternate","simple","capsule/pod",NA,"raceme",NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"111","Aralia hispida","","Aralia","Araliaceae (Ginseng)","perennial woody","native","sun; dry sandy or rocky soil; open woods,  rock outcrops,  bluffs,  rarely swamps","June - July","1 to 3 feet","none","5-petals","alternate","compound","berry/drupe",NA,"round",NA,NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"112","Aralia nudicaulis","","Aralia","Araliaceae (Ginseng)","perennial","native","part shade, shade; average to moist soil; woods","May - June","8 to 24 inches","GP: FACU
MW: FACU
NCNE: FACU","5-petals","basal","compound","berry/drupe",NA,"round",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Aralia racemosa","American Spikenard","Aralia","Araliaceae (Ginseng)","perennial","native","part shade, shade; rich woods","July","3 to 7 feet","GP: FACU
MW: FACU
NCNE: FACU","5-petals","alternate","compound","berry/drupe",NA,"panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Arceuthobium pusillum","","Arceuthobium","Viscaceae (Mistletoe)","perennial","native","sun; principally black spruce trees","April - May","less than 1 inch","none","3-petals","opposite","simple","berry/drupe",NA,NA,"4-petals",NA,NA,NA,NA,"indistinct",NA,NA,NA,NA,NA,NA
"115","Arctium minus","Lesser Burdock","Arctium","Asteraceae (Aster)","biennial","Europe","shade, sun; fields,  ditches,  open woods,  woodland edges,  waste areas","July - September","2 to 5 feet","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","simple","barbed","Invasive - ERADICATE!","panicle",NA,NA,NA,NA,"basal",NA,"seed without plume",NA,NA,NA,NA,NA
"116","Arctostaphylos uva-ursi","Kinnikinnick","Arctostaphylos","Ericaceae (Heath)","perennial woody","native","part shade, sun; dry sandy or rocky soil","May - June","4 to 8 inches","GP: UPL
MW: UPL
NCNE: UPL","5-petals","alternate","simple","berry/drupe",NA,"raceme","bell",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Arenaria serpyllifolia","","Arenaria","Caryophyllaceae (Pink)","annual","Eurasia","part shade, sun; disturbed sandy or gravelly soil; roadsides,  waste areas,  fields,  lawns","May - September","2 to 16 inches","GP: FACU
MW: FAC
NCNE: FAC","5-petals","opposite","simple","capsule/pod","Weedy","panicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Arethusa bulbosa","Swamp Pink","Arethusa","Orchidaceae (Orchid)","perennial","native","part shade, sun; coniferous swamps,  peat bogs,  fens,  sedge meadows","May - July","3 to 14 inches","GP: OBL
MW: OBL
NCNE: OBL","irregular","alternate","simple","capsule/pod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Arisaema dracontium","","Arisaema","Araceae (Arum)","perennial","native","part shade, shade; moist,  rich woods,  thickets,  flood plains","May - July","1 to 3 feet","GP: FACW
MW: FACW
NCNE: FACW","irregular","basal","compound","berry/drupe","State Special Concern",NA,NA,NA,"palmate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Arisaema triphyllum","Indian Turnip","Arisaema","Araceae (Arum)","perennial","native","shade; moist woods","April - June","1 to 3 feet","GP: FAC
MW: FACW
NCNE: FAC","irregular","alternate","compound","berry/drupe",NA,NA,NA,NA,"palmate",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Aristida basiramea","Fork-tipped Three-awn, Base-branched Three-awn","Aristida","Poaceae (Grass)","annual","native","sun; dry sandy soil; prairies,  roadsides,  railroads,  barrens,  dunes",NA,"10 to 20 inches","none","indistinct","alternate","simple","seed without plume",NA,"panicle",NA,"raceme",NA,"August - October","basal",NA,NA,NA,NA,NA,NA,NA
"122","Aristida dichotoma","Poverty Grass, Poverty Three-awn, Shinner's Three-awn","Aristida","Poaceae (Grass)","annual","native","sun; dry sandy soil; prairies,  open woods,  roadsides,  rock outcrops",NA,"10 to 20 inches","GP: FACU
MW: FACU
NCNE: FACU","irregular","alternate","simple","seed without plume",NA,"panicle",NA,"raceme",NA,"August - October","basal",NA,NA,NA,NA,NA,NA,NA
"123","Aristida longespica","Red Three-awn","Aristida","Poaceae (Grass)","annual","native","part shade, sun; dry sandy soil; prairies,  meadows,  open woods",NA,"12 to 15 inches","GP: FACU
MW: FACU
NCNE: FACU","indistinct","alternate","simple","seed without plume","State Endangered","panicle",NA,"raceme",NA,"August - October","basal",NA,NA,NA,NA,NA,NA,NA
"124","Aristida purpurea","Red Three-awn","Aristida","Poaceae (Grass)","perennial","native","sun; dry sandy or rockey soil; prairies,  meadows,  grassy slopes",NA,"10 to 16 inches","none","indistinct","alternate","simple","seed without plume","State Special Concern","panicle",NA,"raceme",NA,"July - September","basal",NA,NA,NA,NA,NA,NA,NA
"125","Aristida tuberculosa","","Aristida","Poaceae (Grass)","annual","native","sun; dry sandy soil; prairies,  dunes,  savannas",NA,"10 to 12 inches","none","indistinct","alternate","simple","seed without plume","State Threatened","panicle",NA,NA,NA,"August - October","basal",NA,NA,NA,NA,NA,NA,NA
"126","Armoracia rusticana","","Armoracia","Brassicaceae (Mustard)","perennial","Europe","sun; moist soil; roadsides,  ditches,  streambanks","May - July","2 to 3 feet","none","4-petals","alternate","simple","capsule/pod","Weedy","panicle",NA,"raceme",NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"127","Arnica lonchophylla","Northern Arnica","Arnica","Asteraceae (Aster)","perennial","native","part shade, shade; average moisture; cliffs","June - July","6 to 20 inches","none","7+petals","basal","simple","seed with plume","State Threatened","flat",NA,NA,NA,NA,"opposite",NA,NA,NA,NA,NA,NA,NA
"128","Arnoglossum plantagineum","Prairie Indian Plantain, Groovestem Indian Plantain","Arnoglossum","Asteraceae (Aster)","perennial","native","sun; moist to wet; wet and mesic prairie,  fens,  sedge meadows","June - August","2 to 5 feet","GP: FAC
MW: FAC
NCNE: FAC","5-petals","alternate","simple","seed with plume","State Threatened","flat","indistinct",NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"129","Arnoglossum reniforme","","Arnoglossum","Asteraceae (Aster)","perennial","native","part shade, sun; floodplain forest,  open woods","June - August","3 to 9 feet","none","5-petals","alternate","simple","seed with plume","State Threatened","flat","indistinct",NA,NA,NA,"basal",NA,NA,NA,NA,NA,NA,NA
"130","Aronia melanocarpa","","Aronia","Rosaceae (Rose)","perennial woody","native","part shade, sun; moist to wet; bogs,  swamps,  open shrubby wetlands and forest openings","May - July","4 to 8 feet","GP: OBL
MW: FACW
NCNE: FAC","5-petals","alternate","simple","berry/drupe",NA,"flat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Artemisia absinthium","Absinthe Wormwood","Artemisia","Asteraceae (Aster)","perennial","Europe","sun; dry fields,  along roads,  waste areas","July - September","2 to 4 feet","none","indistinct","alternate","lobed","seed without plume","Weedy","panicle",NA,"raceme","simple",NA,"basal",NA,NA,NA,NA,NA,NA,NA
"132","Artemisia biennis","","Artemisia","Asteraceae (Aster)","annual, biennial","Northwest US","sun; disturbed soil; waste areas,  agricultural fields,  roadsides,  ditches,  stream banks","August - October","1 to 10 feet","GP: FACU
MW: FACW
NCNE: FACW","indistinct","alternate","lobed",NA,"Weedy","spike",NA,NA,"simple",NA,NA,NA,NA,NA,NA,NA,NA,NA
